epoch,train_loss,train_pixel_accuracy,train_macro_dice_fg,train_macro_iou_fg,val_loss,val_pixel_accuracy,val_macro_dice_fg,val_macro_iou_fg
1,3.662598639726639,0.3717103752941515,0.011981293679664117,0.006129341273445783,3.6521173417568207,0.36769390106216243,0.010138957077672523,0.005191439527799424
2,3.3299411311745644,0.4321323015617249,0.0422300163943505,0.022684221218024977,3.3089370727539062,0.43553113937391386,0.0416060638369344,0.0222634905201952
3,3.179215095937252,0.5713260733203046,0.04786709028767582,0.025822684837134135,3.1745142936706543,0.5789089202881863,0.04344611160761483,0.02338370659204964
4,3.1117402389645576,0.5621326995013938,0.05943916442081938,0.032402547792464556,3.1059173345565796,0.5628437995911686,0.05423242083213447,0.029150811441975483
5,2.9567585811018944,0.6301114677422551,0.06048086912606079,0.03243798418433602,2.8940520882606506,0.6423568725586789,0.06471251726624719,0.03538301060657443
6,2.7623429596424103,0.6559479044051172,0.11232983473764066,0.06293324892726677,2.7668459117412567,0.664508581161579,0.09402853129030636,0.051774636850566214
7,2.6540937051177025,0.6527650975508293,0.12284873695249215,0.06904813476143846,2.6672021746635437,0.6591234207154132,0.1066003428093181,0.058604519906768585
8,2.574772782623768,0.7096769050144004,0.13361601461872277,0.07743007703342486,2.597981870174408,0.7188897132874205,0.11403595155967716,0.06663772910693573
9,2.5201200768351555,0.720776682928911,0.15683179495340221,0.09123654057652673,2.5572650730609894,0.7259192466736493,0.13045736560481677,0.07442460276192586
10,2.450194403529167,0.6865678822910827,0.15109849859430793,0.08674605905030108,2.464808404445648,0.6996629238129377,0.12687788313236587,0.0719416714111164
11,2.489122048020363,0.7178310936487875,0.16991483521139872,0.09853547531324722,2.550030380487442,0.7282443046570471,0.15681663800216827,0.090312313261513
12,2.4117764979600906,0.706249757374621,0.15756009335349339,0.09269133641591414,2.446573942899704,0.7097244262696004,0.14091151026694296,0.08228660034615656
13,2.3330268263816833,0.7334312011256429,0.2291463062616827,0.13777196144360038,2.4196049571037292,0.7339937686920799,0.18319135318358293,0.10726898346348099
14,2.2525370940566063,0.7324586143043422,0.23196687444896066,0.14072654764652048,2.3283289968967438,0.739081621170106,0.19856903670623166,0.11774493331861488
15,2.2252414748072624,0.7436555569261261,0.23684791524445917,0.14354213595374937,2.3133158683776855,0.740720987320008,0.18533576918724043,0.1084192524771229
16,2.155906666070223,0.7499518234886754,0.2571490956326852,0.1578596814444463,2.2750581800937653,0.7445449829102171,0.19908986991598598,0.11840838499979985
17,2.14926091209054,0.7573460556998048,0.258348579758689,0.15899597278761157,2.309557169675827,0.7497277259827256,0.19999255423206558,0.11794400910104509
18,2.1247082352638245,0.7562243838987676,0.2852340826359596,0.1775418776721508,2.2790113538503647,0.7454657554627071,0.21090449767273575,0.12445629793915094
19,2.076493203639984,0.7605656073456625,0.29467121898749626,0.18428520813653523,2.2402912974357605,0.749592542648375,0.22020342746723112,0.12958367675755944
20,2.0814663283526897,0.7654831161849236,0.2986788557297139,0.1874106292195187,2.2358812540769577,0.7542486190796484,0.21895363263323264,0.13063286508652297
21,2.0323484018445015,0.7677377855181851,0.2963258621204211,0.18722797584216302,2.2128737419843674,0.7548077106476414,0.21720418983407494,0.12956620033431948
22,2.038081981241703,0.7645704988754214,0.31227671811094515,0.19800722449827832,2.2115177661180496,0.7532351016998878,0.23247562787172082,0.13816145410500366
23,2.0161259956657887,0.7676651774799218,0.3133400909968261,0.19865312639935317,2.21503546833992,0.7486374378204944,0.22162385526025324,0.13196230193041014
24,2.019423019140959,0.7691881435221997,0.3127162623046574,0.1986928488393683,2.212095320224762,0.7498769760132431,0.2233363536549697,0.1332059239980265
