metric,value_raw,value_post_v2,delta_abs,delta_rel_pct
pixel_accuracy,0.8132866753472425,0.8139054904514091,0.0006188151041666146,0.07608818918647647
macro_dice_fg,0.3248689325416529,0.32497992589903857,0.00011099335738568028,0.0341655807212188
macro_iou_fg,0.2017841713609236,0.20222046737340008,0.000436296012476467,0.21621914619659688
macro_dice_thoracic,0.29448680950722966,0.2933320335947564,-0.0011547759124732604,-0.39213162531984663
macro_dice_lumbar,0.3977860278242687,0.4009348674293157,0.003148839605047027,0.79159130406614
