metric,raw,oracle_clip,last_pred_clip,prev_range_clip
pixel_accuracy,0.8132866753472425,0.824241427951408,0.817394314236131,0.8132866753472425
macro_dice_fg,0.3248689325416529,0.35774460132405267,0.3323588733293916,0.3248689325416529
macro_iou_fg,0.2017841713609236,0.22914508636100459,0.20787550908459235,0.2017841713609236
macro_dice_thoracic,0.29448680950722966,0.3003438826413835,0.2956311621200706,0.29448680950722966
macro_dice_lumbar,0.3977860278242687,0.49550632616245877,0.420505380231762,0.3977860278242687
