partition,loss,last_acc,last_within1_acc,last_mae,overprediction_rate,underprediction_rate
train,2.390508644230716,0.4125874125874126,0.5524475524475524,1.832167832167832,0.5174825174825175,0.06993006993006994
val,3.2467955218421087,0.19444444444444445,0.5,2.3055555555555554,0.6111111111111112,0.19444444444444445
test,2.9422183990478517,0.3333333333333333,0.5555555555555556,2.2666666666666666,0.6444444444444445,0.022222222222222223
