metric,raw,oracle_clip,last_pred_clip,prev_range_clip
pixel_accuracy,0.7521244049072737,0.7733726501465276,0.7690820693970166,0.7611763000490104
macro_dice_fg,0.22156155808939645,0.24908107689062967,0.22949577398500165,0.2827018471379973
macro_iou_fg,0.1314685050359682,0.15076733689955493,0.13668542478821225,0.17369716229027365
macro_dice_thoracic,0.2349778507378122,0.2355775955710191,0.2349778507378122,0.2865632796549398
macro_dice_lumbar,0.18936245573319865,0.28148943205769517,0.2163387897782564,0.2734344090973353
