epoch,train_loss,train_dice,train_iou,train_pixel_accuracy,val_loss,val_dice,val_iou,val_pixel_accuracy
1,1.489284199476242,0.4560258672504922,0.2953584892244776,0.7565479398523605,1.5093101859092712,0.4515456546474282,0.2916105702457161,0.7465938568115716
2,0.7026507601141929,0.7144802773087243,0.5557909884206215,0.9036614280076942,0.7000865042209625,0.7165163160214578,0.5582589985099352,0.9026548385620303
3,0.6471046805381775,0.7099453340879195,0.5503218994104047,0.9126420890760164,0.6487722039222718,0.7068873592439832,0.5466556717216737,0.9109750747680834
4,0.4154976740479469,0.8220229625592559,0.6978259647108398,0.9468839633389864,0.43286561965942383,0.8114828398989382,0.6827691405230822,0.9424432754516712
5,0.4054550968110561,0.8264307507431008,0.7042027995079483,0.949448351590141,0.43125914931297304,0.816944478108753,0.690537733007643,0.9467016220092875
6,0.36921152099967003,0.8358074335619303,0.7179288527147982,0.955154466928928,0.3876493662595749,0.8238412361797893,0.7004507057398662,0.9511060714721773
7,0.3071393147110939,0.8687155392427057,0.7679019463073131,0.9631802061068955,0.33555280417203903,0.855753972131332,0.747875851249817,0.959170341491707
8,0.39203102327883244,0.80373584351745,0.6718715420520379,0.9497011772491671,0.4740570768713951,0.7688381578968849,0.6244817956539407,0.9412406921386831
9,0.2560716614127159,0.8781900129716768,0.7828331206945655,0.9643404018953928,0.29218087047338487,0.8611995440535276,0.7562339297958316,0.9591693878173906
10,0.5238846734166145,0.739646940381164,0.5868569403917089,0.9311808460163653,0.5901715695858002,0.7192722821448038,0.56161217729376,0.9269510269165179
11,0.2043602354824543,0.9054148507931258,0.8271762607497545,0.9724944492556027,0.25254138708114626,0.8823193367791321,0.7894198815578063,0.9652276992797918
12,0.21402664929628373,0.9000301095116374,0.818231587331972,0.9718807868237779,0.2857719510793686,0.8669286580876623,0.7651139217983097,0.9627405166626047
13,0.18781954646110535,0.9113712754024531,0.8371736431439498,0.9741357767357028,0.23762456476688384,0.8867038293091021,0.7964671510178248,0.9665025711059634
14,0.2547778978943825,0.8793738969606781,0.7847165924260616,0.9644489408289129,0.3238197088241577,0.8489619802561352,0.7375620663209893,0.955360603332528
