class_id,class_name,pred_pixels,target_pixels,dice,iou
0,background,3927924.0,3980002.0,0.9183457204834847,0.8490196339758317
1,T1,104382.0,48214.0,0.4524758185047283,0.29238691318682186
2,T2,68617.0,66250.0,0.4568500819365979,0.2960503555708625
3,T3,72851.0,66804.0,0.3987254305295283,0.24900503519940434
4,T4,54202.0,54178.0,0.23818047610963114,0.13519005374152704
5,T5,172631.0,59126.0,0.22977515242590396,0.12979998147949456
6,T6,5723.0,76269.0,0.018709142367319874,0.009442905521582728
7,T7,219024.0,72548.0,0.1770883349595397,0.0971458674376883
8,T8,26565.0,80487.0,0.06215670889789863,0.032075198852426365
9,T9,87511.0,79070.0,0.12826192663552108,0.06852557442001485
10,T10,10.0,97385.0,1.0267467529028518e-11,1.0267467529028518e-11
11,T11,65298.0,83588.0,0.16532111817655573,0.09010902115925501
12,T12,302891.0,100683.0,0.21601986253025213,0.12108871505644393
13,L1,241.0,84860.0,0.0005170327140630893,0.00025858321089506714
14,L2,280.0,84776.0,0.0011992099440227709,0.0005999647197153113
15,L3,308.0,84326.0,0.0018195996998627078,0.0009106283453657223
16,L4,19344.0,72471.0,0.07253716713965544,0.03763349721379179
17,L5,115078.0,51843.0,0.33258846999878633,0.19946393797777093
