epoch,lr,train_loss,train_pixel_accuracy,train_macro_dice_fg,train_macro_iou_fg,train_macro_dice_thoracic,train_macro_dice_lumbar,val_loss,val_pixel_accuracy,val_macro_dice_fg,val_macro_iou_fg,val_macro_dice_thoracic,val_macro_dice_lumbar
20,0.0002,2.1239483654499054,0.8043827510380311,0.2422884207646869,0.143374517263843,0.21338243147910294,0.3116627950500884,2.2531811131371393,0.7839472113715571,0.19163474009163944,0.10981357828590205,0.17144176465657748,0.24009788113578812
21,0.0002,2.0969296826256647,0.7990280812937132,0.23270952566370273,0.13784604596102024,0.194293607025791,0.3249077303946909,2.273194816377428,0.776781412760447,0.1797700829234513,0.10211816841645788,0.16757059778003228,0.20904884726765677
22,0.0002,2.1077590121163263,0.791857107736021,0.21454658907797808,0.12561742918000723,0.1846713376753568,0.2862471924442691,2.2950148582458496,0.7740402560764196,0.16777038369068675,0.09449221970343064,0.1666626630859617,0.17042891314202685
23,0.0002,2.0680347879727683,0.8083749112215974,0.25674490733331856,0.15366476373357738,0.22280214824671452,0.3382075291411682,2.2427141666412354,0.7873278808594039,0.19472017806367536,0.11217958245925247,0.18586213055752657,0.21597949207843245
24,0.0002,2.1128870447476706,0.7981920959899544,0.21383996886299622,0.12545652977497015,0.20302079098036815,0.23980599578130363,2.265051656299167,0.7814233398437797,0.16467682767730676,0.09367287389240195,0.16652872072149655,0.1602322843712512
25,0.0002,2.0793382194307117,0.80474179141172,0.2580269605821731,0.1532284586833453,0.21739708880336495,0.3555386528513126,2.2355298731062145,0.7819535319010712,0.18875725378725766,0.10725428910596292,0.16898568675309525,0.23620901466924757
26,0.0002,2.062022007173962,0.8041967944165277,0.24920538290517538,0.14942547103070802,0.21388990439796043,0.3339625313224913,2.2465517785814075,0.7854893663194735,0.1925383253789762,0.1104636078360882,0.17156563669081126,0.24287277823057202
27,0.0002,2.061064269807604,0.8027763057255312,0.25051256605890204,0.14894725557115485,0.22480519197727078,0.312210263854817,2.2703754901885986,0.7763214789496832,0.18167938727257416,0.10230470374015634,0.1714213754788065,0.20629861557761645
28,0.0002,2.068039702044593,0.7993429031905663,0.2549113350448053,0.15131688428107537,0.23716902453670377,0.2974928802642489,2.2530488040712147,0.7769136555989886,0.19182170968369658,0.10977131670221398,0.18631341923461028,0.20504160676150368
29,0.0001,2.034583604998059,0.8100748128824365,0.2714071814407228,0.16416443025881255,0.23823423539251135,0.3510222519564304,2.2249717579947577,0.7863203938802373,0.20092168594577733,0.11564636739500918,0.1947323410529113,0.21577611368865587
30,0.0001,2.009878006246355,0.80973673787151,0.27563647719579776,0.166743374442685,0.24644636225584726,0.3456927530516793,2.2228557666142783,0.7836650933160015,0.20537278814149357,0.11858768901222402,0.19754386827309114,0.22416219582565916
31,0.0001,2.001381685336431,0.810731192635496,0.28434657497899357,0.1725310378626302,0.260443695534211,0.34171348564647175,2.2180954350365534,0.7815203179253769,0.20817424097199605,0.12000187888948008,0.20335205189242123,0.21974749476297567
32,0.0001,1.9982890552944608,0.8115870847902162,0.2898743127686573,0.1764354525017146,0.26371408395346696,0.3526588619251142,2.219507522053189,0.784414469401071,0.20906728625478072,0.12062279484168131,0.20435234595053023,0.22038314298498193
33,0.0001,1.9817106425762177,0.8112473025021918,0.30217606181356826,0.1848173759724319,0.2732876141965334,0.37150833609445194,2.212050755818685,0.7784388563368356,0.2092064335207382,0.12024943439335235,0.19099900582117801,0.2529042599996826
34,0.0001,1.9940745962990656,0.8147742979676637,0.2959503263866901,0.18185182797468444,0.26610673612251634,0.3675749430207072,2.20967874262068,0.786173095703154,0.20591603152107446,0.11890207885353972,0.19915984715087595,0.2221308740095509
35,0.0001,1.9760735796557531,0.8097599909855834,0.30255986356208436,0.18569188965463898,0.27648667682581624,0.36513551172912784,2.1946566767162747,0.7800364854600993,0.22264017751366533,0.1296484173409081,0.20946463128488532,0.25426148846273744
36,0.0001,1.9797992904980977,0.8154012101180133,0.29107829769334326,0.1782053616573198,0.26110028543769176,0.3630255271069067,2.2053235901726618,0.7906222873264173,0.2142353226397263,0.1238981177060421,0.20682627377276538,0.23201703992043257
37,0.0001,1.9713539613617792,0.8144816023819993,0.2841996764178588,0.1730479110444114,0.2574259242009259,0.34845668173849775,2.2030857139163547,0.7906849500868339,0.21779329513261755,0.12646316886030298,0.2119814672687604,0.23174168200587458
38,0.0001,1.9732171793778737,0.8100442867679261,0.29038787090587875,0.1779970938173486,0.2694482453172084,0.34064297231868756,2.224571148554484,0.7860725911458624,0.21349229817687948,0.12340696684408335,0.20366455394525348,0.23707888433278207
39,0.0001,1.9609151714377933,0.8143538980550763,0.30444591015971373,0.18755101115498912,0.26954450593714363,0.38820928029388224,2.2068142096201577,0.7841201443142654,0.21955701069740471,0.12769563412032084,0.21692222046975393,0.22588050724376654
40,0.0001,1.9575927986039057,0.815782308511807,0.3216851544266827,0.19880210625268527,0.298077632645948,0.37834320670044586,2.193302697605557,0.7811850314670435,0.21572560600298635,0.12490369539152739,0.21407798239359657,0.2196799026655217
41,5e-05,1.9331613745954301,0.8205649721372439,0.329046771322432,0.20468680986205304,0.3058659551723592,0.38468073008260634,2.191569540235731,0.7884908040364871,0.2263947083490374,0.13124644928128956,0.21943545646998072,0.24309691285877338
42,5e-05,1.9202137390772502,0.8203879616477334,0.33297416357740217,0.20765993292459853,0.30675268106265535,0.39590572161279464,2.180375576019287,0.7859275987413484,0.225357093280926,0.13159378721420545,0.21960606618285827,0.23915955831628866
43,5e-05,1.9108276897006564,0.8235457413680131,0.33791442248377007,0.2113443146199688,0.31105410519296456,0.4023791839817033,2.1791557603412204,0.7876430935330149,0.22852861825444343,0.13331352383493342,0.22292257039361382,0.24198313312043437
44,5e-05,1.90716752409935,0.8252486478365444,0.34313221946263506,0.21517075988296544,0.3180915497686175,0.4032298267282772,2.1771091487672596,0.7874274359809316,0.22480664177502077,0.13059462895543458,0.22338221879530187,0.22822525692634624
45,5e-05,1.9188149273395538,0.8216292203889921,0.3350693926256637,0.20950186650668667,0.30900888812254773,0.3976146034331419,2.1847380532158747,0.7894742838541953,0.22544315373073512,0.13089053884807322,0.21539257278114085,0.24956454800976124
46,5e-05,1.9067253437307146,0.824057617187506,0.33420289966546246,0.20945382723243008,0.30343033501187244,0.4080570548340786,2.1954188611772327,0.7889469401041953,0.2213564579934591,0.12819778713773264,0.21617828585235033,0.23378407113212024
47,5e-05,1.9016863107681274,0.8268430397727332,0.34595618538876993,0.21764665500930505,0.3169011103015436,0.4156883655981131,2.185653885205587,0.7910815429687783,0.22270984314116324,0.12896767127988262,0.21509771319763804,0.24097895500562366
48,5e-05,1.8947273592154186,0.8237115179742193,0.3408610329704277,0.21350563710765158,0.3170887858857994,0.39791442597353566,2.1787603033913507,0.7917664930555838,0.2314114447445488,0.13512296823190703,0.22820370349117866,0.2391100237526373
49,5e-05,1.9021455976698134,0.824677734375006,0.33658562019548327,0.210671643491202,0.3098907253923643,0.40065336772296867,2.1860937939749823,0.7897900390625285,0.22296733265922938,0.12882613043844152,0.21575751065473084,0.24027090547002575
50,5e-05,1.8888195355733235,0.8224034364073487,0.34339496224825744,0.2153537815733335,0.32568429974672986,0.3859005522519236,2.1807625691095986,0.7884742567274593,0.2308497671995704,0.13459537431780397,0.2254676734807235,0.243766792124803
