unique_sample_id,class_id,class_name,component_id,area_pixels,centroid_y,centroid_x
Normal__N_31.jpg,13,L1,1,3191,419.65622062049516,152.4105296145409
Normal__N_31.jpg,13,L1,2,35,408.42857142857144,215.6
Normal__N_31.jpg,14,L2,1,4467,452.96731587194984,153.9856727109917
Normal__N_31.jpg,15,L3,1,6135,495.0994295028525,150.19315403422982
Normal__N_31.jpg,16,L4,1,192,502.1979166666667,201.81770833333334
Normal__N_31.jpg,16,L4,2,64,503.921875,95.5
Normal__N_31.jpg,16,L4,6,6429,544.1902317623269,152.5402084305491
Normal__N_31.jpg,17,L5,1,190,550.6105263157895,143.3421052631579
Normal__N_31.jpg,17,L5,4,2173,576.9337321675104,147.89967786470316
Normal__N_32.jpg,1,T1,1,1484,110.46495956873315,178.98719676549865
Normal__N_32.jpg,2,T2,1,1706,134.67409144196952,180.25556858147715
Normal__N_32.jpg,3,T3,1,1472,161.54279891304347,176.5883152173913
Normal__N_32.jpg,4,T4,1,466,176.3755364806867,183.67381974248926
Normal__N_32.jpg,5,T5,3,1208,192.52317880794703,169.32615894039736
Normal__N_32.jpg,5,T5,24,121,254.71074380165288,179.1487603305785
Normal__N_32.jpg,5,T5,30,202,296.28712871287127,169.85148514851485
Normal__N_32.jpg,6,T6,1,1338,212.17414050822123,172.23467862481314
Normal__N_32.jpg,6,T6,5,368,306.10869565217394,171.81521739130434
Normal__N_32.jpg,6,T6,7,418,324.6913875598086,217.17464114832535
Normal__N_32.jpg,7,T7,1,2049,235.98291849682772,180.13177159590043
Normal__N_32.jpg,7,T7,7,43,257.95348837209303,159.4418604651163
Normal__N_32.jpg,7,T7,10,114,404.1140350877193,227.62280701754386
Normal__N_32.jpg,7,T7,11,190,408.08947368421053,206.87894736842105
Normal__N_32.jpg,8,T8,1,1783,272.9904655075715,180.3409983174425
Normal__N_32.jpg,8,T8,7,68,422.36764705882354,219.64705882352942
Normal__N_32.jpg,9,T9,4,662,297.9184290030212,201.13444108761328
Normal__N_32.jpg,9,T9,5,69,289.82608695652175,154.66666666666666
Normal__N_32.jpg,10,T10,1,866,319.0311778290993,186.2078521939954
Normal__N_32.jpg,11,T11,4,2651,349.63296869106,198.23500565824216
Normal__N_32.jpg,12,T12,1,2041,388.08966193042625,194.64870161685448
Normal__N_32.jpg,13,L1,4,300,412.93,232.31666666666666
Normal__N_32.jpg,13,L1,6,1918,425.78154327424403,201.85766423357666
Normal__N_32.jpg,13,L1,11,353,449.0254957507082,189.28328611898016
Normal__N_32.jpg,14,L2,1,3081,455.11197663096397,199.81434599156117
Normal__N_32.jpg,15,L3,3,3129,489.90572067753277,208.09427932246723
Normal__N_32.jpg,15,L3,5,30,484.43333333333334,162.2
Normal__N_32.jpg,16,L4,1,1383,524.3521330441071,193.91612436731742
Normal__N_37.jpg,1,T1,2,2216,93.87996389891697,141.10063176895306
Normal__N_37.jpg,2,T2,1,2011,115.01193436101443,144.4072600696171
Normal__N_37.jpg,3,T3,1,2349,137.98850574712642,146.5338441890166
Normal__N_37.jpg,4,T4,5,1201,160.24479600333055,147.65362198168194
Normal__N_37.jpg,5,T5,2,786,173.36513994910942,107.4058524173028
Normal__N_37.jpg,5,T5,3,502,169.96613545816734,173.44820717131475
Normal__N_37.jpg,5,T5,36,55,187.34545454545454,123.74545454545455
Normal__N_37.jpg,5,T5,42,37,189.64864864864865,196.94594594594594
Normal__N_37.jpg,6,T6,1,3236,196.36773794808406,151.75309023485784
Normal__N_37.jpg,6,T6,7,30,177.73333333333332,154.66666666666666
Normal__N_37.jpg,7,T7,4,3704,232.68331533477323,149.14389848812095
Normal__N_37.jpg,8,T8,2,2028,262.3313609467456,148.48570019723866
Normal__N_37.jpg,9,T9,3,3117,288.73596406801414,151.87937119024704
Normal__N_37.jpg,10,T10,4,3236,318.21168108776266,148.92768850432634
Normal__N_37.jpg,11,T11,1,3954,349.87025796661607,144.6267071320182
Normal__N_37.jpg,11,T11,3,110,367.40909090909093,203.2
Normal__N_37.jpg,12,T12,2,4716,385.56340118744697,159.04177268871925
Normal__N_37.jpg,13,L1,1,3722,419.767060720043,165.24502955400322
Normal__N_37.jpg,14,L2,1,4806,451.15917602996257,167.13795255930089
Normal__N_37.jpg,15,L3,1,5466,488.3594950603732,168.89206000731795
Normal__N_37.jpg,16,L4,1,6675,530.4858426966292,169.9949063670412
Normal__N_37.jpg,17,L5,1,10607,581.1481097388518,159.71386820024512
Normal__N_37.jpg,17,L5,4,37,611.5405405405405,94.72972972972973
Normal__N_44.jpg,1,T1,1,2136,98.07677902621722,194.86329588014982
Normal__N_44.jpg,2,T2,1,2360,121.36398305084745,196.2135593220339
Normal__N_44.jpg,3,T3,1,2158,147.34754402224283,190.86237256719184
Normal__N_44.jpg,3,T3,7,149,159.83892617449663,176.01342281879195
Normal__N_44.jpg,4,T4,2,32,145.125,157.0625
Normal__N_44.jpg,4,T4,3,851,163.0023501762632,174.0728554641598
Normal__N_44.jpg,5,T5,6,1356,180.0287610619469,175.38421828908554
Normal__N_44.jpg,6,T6,3,2175,203.6822988505747,176.24
Normal__N_44.jpg,6,T6,4,40,184.1,215.55
Normal__N_44.jpg,6,T6,44,46,230.93478260869566,131.58695652173913
Normal__N_44.jpg,7,T7,3,4290,239.13123543123544,174.2097902097902
Normal__N_44.jpg,8,T8,1,1741,266.8041355542791,194.22917863296956
Normal__N_44.jpg,8,T8,12,206,281.873786407767,126.66990291262135
Normal__N_44.jpg,9,T9,1,2838,292.0355884425652,177.65468639887246
Normal__N_44.jpg,10,T10,1,3491,321.85992552277287,175.27126897737037
Normal__N_44.jpg,11,T11,1,3206,352.256082345602,171.98222083593262
Normal__N_44.jpg,12,T12,1,5156,386.64798293250584,164.20733126454616
Normal__N_44.jpg,13,L1,2,3454,427.02924145917774,141.52634626519978
Normal__N_44.jpg,13,L1,5,61,454.88524590163934,193.4262295081967
