unique_sample_id,class_id,class_name,component_id,area_pixels,centroid_y,centroid_x
Normal__N_44.jpg,14,L2,1,4830,462.2950310559006,152.4927536231884
Normal__N_44.jpg,15,L3,1,5300,501.6279245283019,142.0043396226415
Normal__N_44.jpg,16,L4,1,65,505.0,198.75384615384615
Normal__N_44.jpg,16,L4,2,4958,539.544776119403,147.85498184751916
Normal__N_44.jpg,16,L4,5,127,560.8661417322835,165.10236220472441
Normal__N_44.jpg,16,L4,9,198,567.2474747474747,219.1818181818182
Normal__N_44.jpg,17,L5,1,6054,576.3372976544433,158.50528576148002
Normal__N_50.jpg,1,T1,1,2337,99.16474112109542,184.25845100556268
Normal__N_50.jpg,2,T2,1,2094,121.11031518624642,184.30276981852913
Normal__N_50.jpg,3,T3,1,2180,146.0697247706422,181.38669724770642
Normal__N_50.jpg,3,T3,5,38,164.78947368421052,208.28947368421052
Normal__N_50.jpg,3,T3,6,36,165.22222222222223,191.75
Normal__N_50.jpg,3,T3,8,60,173.23333333333332,179.15
Normal__N_50.jpg,4,T4,2,168,159.04166666666666,144.16071428571428
Normal__N_50.jpg,4,T4,3,894,168.50335570469798,187.3255033557047
Normal__N_50.jpg,5,T5,5,1544,186.80375647668393,167.87435233160622
Normal__N_50.jpg,5,T5,14,49,187.6122448979592,218.0204081632653
Normal__N_50.jpg,6,T6,1,2263,206.94387980556783,173.43172779496243
Normal__N_50.jpg,6,T6,3,83,189.0722891566265,137.9156626506024
Normal__N_50.jpg,7,T7,2,3964,238.73385469223007,179.7696770938446
Normal__N_50.jpg,7,T7,3,40,210.7,159.65
Normal__N_50.jpg,8,T8,4,2217,269.2318448353631,169.637798827244
Normal__N_50.jpg,9,T9,9,2381,290.1847963040739,176.89248215035698
Normal__N_50.jpg,10,T10,1,3843,319.0148321623731,162.11189175123602
Normal__N_50.jpg,11,T11,1,3008,350.5352393617021,156.64727393617022
Normal__N_50.jpg,12,T12,1,3984,383.49949799196787,149.03137550200802
Normal__N_50.jpg,13,L1,3,3719,420.611723581608,151.7526216724926
Normal__N_50.jpg,14,L2,3,5470,461.89195612431445,149.54954296160878
Normal__N_50.jpg,15,L3,1,4579,505.4162480891024,146.9777243939725
Normal__N_50.jpg,15,L3,2,33,482.6363636363636,93.9090909090909
Normal__N_50.jpg,16,L4,1,5596,546.560042887777,145.55200142959256
Normal__N_50.jpg,17,L5,1,127,555.0708661417323,147.06299212598427
Normal__N_50.jpg,17,L5,4,7207,593.3162203413348,147.90231719161926
Normal__N_64.jpg,1,T1,1,2841,97.49560014079549,144.43822597676873
Normal__N_64.jpg,2,T2,1,2470,121.91336032388664,145.01943319838057
Normal__N_64.jpg,3,T3,1,2014,145.1022840119166,145.5253227408143
Normal__N_64.jpg,4,T4,3,92,143.2608695652174,113.66304347826087
Normal__N_64.jpg,4,T4,4,44,144.13636363636363,96.04545454545455
Normal__N_64.jpg,4,T4,18,600,166.29166666666666,151.405
Normal__N_64.jpg,5,T5,1,111,142.86486486486487,85.78378378378379
Normal__N_64.jpg,5,T5,6,1655,168.5238670694864,112.97643504531722
Normal__N_64.jpg,5,T5,13,124,185.78225806451613,75.65322580645162
Normal__N_64.jpg,5,T5,20,108,190.4814814814815,127.62962962962963
Normal__N_64.jpg,5,T5,42,74,201.22972972972974,68.14864864864865
Normal__N_64.jpg,6,T6,5,2699,198.45276028158577,117.96369025565023
Normal__N_64.jpg,7,T7,3,46,200.15217391304347,95.82608695652173
Normal__N_64.jpg,7,T7,5,3865,233.80362225097025,111.28227684346702
Normal__N_64.jpg,8,T8,1,2471,266.6798866855524,104.1096721974909
Normal__N_64.jpg,9,T9,1,3429,295.09507144940216,124.72849227179935
Normal__N_64.jpg,10,T10,1,4456,326.8561490125673,136.2713195691203
Normal__N_64.jpg,11,T11,1,2693,353.5978462681025,158.44002970664687
Normal__N_64.jpg,12,T12,1,4762,386.47417051658965,147.9055018899622
Normal__N_64.jpg,13,L1,4,5171,421.24618062270355,145.32914329916844
Normal__N_64.jpg,14,L2,1,5674,455.51445188579487,150.31265421219598
Normal__N_64.jpg,15,L3,1,6481,494.4078074371239,154.31738929177595
Normal__N_64.jpg,15,L3,5,50,475.12,78.7
Normal__N_64.jpg,16,L4,1,7381,536.3537461048638,159.52513209592198
Normal__N_64.jpg,16,L4,4,48,570.6875,160.35416666666666
Normal__N_64.jpg,17,L5,2,4326,571.6079519186316,158.65487748497458
Normal__N_64.jpg,17,L5,3,44,555.9318181818181,245.9090909090909
Normal__N_70.jpg,1,T1,1,162,17.623456790123456,180.9320987654321
Normal__N_70.jpg,1,T1,2,1286,31.186625194401245,133.81648522550543
Normal__N_70.jpg,2,T2,2,3229,56.62867760916693,148.66646020439765
Normal__N_70.jpg,2,T2,4,1356,100.07817109144543,152.5420353982301
Normal__N_70.jpg,3,T3,1,1717,78.527664531159,165.24635993011066
Normal__N_70.jpg,3,T3,6,3132,126.15485312899106,154.73659003831418
Normal__N_70.jpg,4,T4,9,784,153.21173469387756,148.70535714285714
Normal__N_70.jpg,5,T5,1,1876,165.62633262260127,157.62686567164178
Normal__N_70.jpg,5,T5,4,46,178.69565217391303,198.8913043478261
Normal__N_70.jpg,6,T6,1,2450,192.9918367346939,161.52408163265306
Normal__N_70.jpg,7,T7,1,4212,231.89981006647673,160.71984805318138
Normal__N_70.jpg,8,T8,4,2079,266.94324194324196,154.22318422318423
Normal__N_70.jpg,9,T9,2,2453,290.0130452507134,155.9576029351814
Normal__N_70.jpg,10,T10,1,3715,322.0398384925976,150.39838492597576
Normal__N_70.jpg,11,T11,1,3017,353.8163738813391,142.6993702353331
Normal__N_70.jpg,12,T12,1,4419,389.254808780267,141.40280606472052
Normal__N_70.jpg,12,T12,6,187,433.36898395721926,141.4385026737968
Normal__N_70.jpg,13,L1,1,51,402.2156862745098,173.7058823529412
Normal__N_70.jpg,13,L1,5,261,405.4061302681992,139.81226053639847
Normal__N_70.jpg,13,L1,11,4159,437.58595816301994,134.70040875210387
Normal__N_70.jpg,14,L2,12,1381,479.762490948588,87.92034757422158
Normal__N_70.jpg,14,L2,13,657,469.82952815829526,170.0
Normal__N_70.jpg,14,L2,16,55,471.7090909090909,131.6909090909091
Normal__N_70.jpg,15,L3,3,1194,494.928810720268,176.4254606365159
Normal__N_70.jpg,15,L3,4,966,507.8633540372671,75.37991718426501
Normal__N_70.jpg,15,L3,7,34,517.6470588235294,106.08823529411765
Normal__N_70.jpg,15,L3,11,108,522.3333333333334,173.32407407407408
Normal__N_70.jpg,15,L3,16,100,529.19,106.97
Normal__N_70.jpg,16,L4,1,6064,542.0135224274406,132.33591688654354
Normal__N_70.jpg,17,L5,1,956,558.0094142259414,124.90167364016736
Normal__N_70.jpg,17,L5,7,347,580.3227665706052,179.48991354466858
Normal__N_70.jpg,17,L5,11,38,581.7368421052631,55.89473684210526
Scoliosis__S_21.jpg,1,T1,1,1716,103.13636363636364,208.96212121212122
Scoliosis__S_21.jpg,2,T2,1,958,123.7348643006263,214.1106471816284
Scoliosis__S_21.jpg,2,T2,5,229,192.94759825327512,181.10917030567686
Scoliosis__S_21.jpg,2,T2,8,276,226.30797101449275,126.6376811594203
Scoliosis__S_21.jpg,3,T3,1,1383,143.92769342010124,210.1720896601591
Scoliosis__S_21.jpg,3,T3,9,39,192.89743589743588,197.4102564102564
Scoliosis__S_21.jpg,3,T3,10,55,192.9090909090909,214.6
Scoliosis__S_21.jpg,4,T4,11,72,159.22222222222223,188.65277777777777
Scoliosis__S_21.jpg,4,T4,12,92,159.3586956521739,209.94565217391303
Scoliosis__S_21.jpg,4,T4,27,61,197.31147540983608,215.72131147540983
Scoliosis__S_21.jpg,4,T4,31,247,214.41295546558703,200.48178137651823
Scoliosis__S_21.jpg,4,T4,32,38,221.52631578947367,115.15789473684211
Scoliosis__S_21.jpg,4,T4,54,221,239.52036199095022,115.0633484162896
Scoliosis__S_21.jpg,4,T4,63,70,247.95714285714286,104.35714285714286
Scoliosis__S_21.jpg,5,T5,1,1610,175.82919254658384,209.60496894409937
Scoliosis__S_21.jpg,5,T5,7,660,209.41666666666666,176.87121212121212
Scoliosis__S_21.jpg,5,T5,22,820,240.75975609756097,124.76463414634146
Scoliosis__S_21.jpg,5,T5,32,103,230.71844660194174,108.47572815533981
Scoliosis__S_21.jpg,6,T6,26,32,260.15625,84.71875
Scoliosis__S_21.jpg,6,T6,32,51,303.0980392156863,160.4313725490196
Scoliosis__S_21.jpg,7,T7,3,1192,246.7231543624161,137.0268456375839
Scoliosis__S_21.jpg,8,T8,1,43,206.74418604651163,76.65116279069767
Scoliosis__S_21.jpg,8,T8,3,1017,270.43559488692233,123.77777777777777
Scoliosis__S_21.jpg,8,T8,5,44,286.3181818181818,82.1590909090909
Scoliosis__S_21.jpg,8,T8,7,153,301.7712418300654,90.20261437908496
Scoliosis__S_21.jpg,9,T9,1,2341,296.5459205467749,122.72874839812046
Scoliosis__S_21.jpg,9,T9,21,58,315.63793103448273,177.20689655172413
Scoliosis__S_21.jpg,9,T9,24,63,333.1904761904762,175.28571428571428
Scoliosis__S_21.jpg,10,T10,2,2143,330.9939337377508,144.18058796080263
Scoliosis__S_21.jpg,11,T11,1,918,359.93899782135077,164.02287581699346
Scoliosis__S_21.jpg,12,T12,1,1969,384.10157440325037,156.80599288979178
Scoliosis__S_21.jpg,12,T12,4,53,385.9622641509434,208.11320754716982
Scoliosis__S_21.jpg,13,L1,1,4050,411.8385185185185,178.88518518518518
Scoliosis__S_21.jpg,14,L2,2,4950,451.23757575757577,182.220202020202
Scoliosis__S_21.jpg,15,L3,1,6677,497.5658229743897,178.06140482252508
Scoliosis__S_21.jpg,15,L3,12,55,523.6727272727272,234.4181818181818
Scoliosis__S_21.jpg,16,L4,1,285,514.8350877192983,225.14736842105262
Scoliosis__S_24.jpg,1,T1,1,326,4.766871165644171,122.40184049079754
Scoliosis__S_24.jpg,1,T1,2,714,20.105042016806724,129.0672268907563
Scoliosis__S_24.jpg,2,T2,1,62,19.532258064516128,110.88709677419355
Scoliosis__S_24.jpg,2,T2,3,2074,41.7801350048216,136.44069431051108
Scoliosis__S_24.jpg,2,T2,4,225,82.8,175.88888888888889
Scoliosis__S_24.jpg,2,T2,8,55,172.01818181818183,216.85454545454544
Scoliosis__S_24.jpg,3,T3,2,4684,92.23804440649018,145.8704099060632
Scoliosis__S_24.jpg,3,T3,5,40,97.275,218.375
Scoliosis__S_24.jpg,4,T4,4,484,138.98760330578511,163.39462809917356
Scoliosis__S_24.jpg,4,T4,5,58,123.34482758620689,184.48275862068965
Scoliosis__S_24.jpg,5,T5,3,1723,181.601857225769,214.89611143354614
Scoliosis__S_24.jpg,5,T5,4,151,206.01986754966887,202.98013245033113
Scoliosis__S_24.jpg,5,T5,51,938,309.79211087420043,233.4765458422175
Scoliosis__S_24.jpg,6,T6,2,149,192.83892617449663,205.26174496644296
Scoliosis__S_24.jpg,6,T6,22,353,212.62889518413598,217.38243626062322
Scoliosis__S_24.jpg,6,T6,47,1657,328.5153892576946,222.7254073627037
Scoliosis__S_24.jpg,6,T6,101,50,340.1,197.42
Scoliosis__S_24.jpg,7,T7,1,1993,230.4159558454591,243.77521324636226
Scoliosis__S_24.jpg,7,T7,24,1457,354.7110501029513,190.87851750171586
Scoliosis__S_24.jpg,7,T7,42,690,386.0826086956522,160.28985507246378
Scoliosis__S_24.jpg,7,T7,45,42,373.4047619047619,221.35714285714286
Scoliosis__S_24.jpg,7,T7,46,77,377.3766233766234,208.97402597402598
Scoliosis__S_24.jpg,8,T8,1,2598,268.2582755966128,252.401077752117
Scoliosis__S_24.jpg,8,T8,41,101,370.0,208.2871287128713
Scoliosis__S_24.jpg,8,T8,51,457,388.6870897155361,184.7199124726477
Scoliosis__S_24.jpg,8,T8,83,60,391.51666666666665,164.26666666666668
Scoliosis__S_24.jpg,8,T8,162,260,411.96923076923076,144.4346153846154
Scoliosis__S_24.jpg,8,T8,195,141,442.29787234042556,153.6950354609929
Scoliosis__S_24.jpg,9,T9,1,244,283.4590163934426,220.7295081967213
Scoliosis__S_24.jpg,9,T9,8,172,293.4825581395349,261.0639534883721
Scoliosis__S_24.jpg,9,T9,17,45,310.6,265.26666666666665
Scoliosis__S_24.jpg,9,T9,40,61,391.0327868852459,203.2622950819672
Scoliosis__S_24.jpg,11,T11,2,37,371.72972972972974,230.54054054054055
Scoliosis__S_24.jpg,11,T11,8,36,401.19444444444446,207.83333333333334
Scoliosis__S_24.jpg,12,T12,2,771,412.81193255512324,183.13618677042803
Scoliosis__S_24.jpg,12,T12,18,133,411.3157894736842,128.22556390977442
Scoliosis__S_24.jpg,12,T12,19,46,412.67391304347825,155.2391304347826
Scoliosis__S_24.jpg,12,T12,26,170,445.65294117647056,160.56470588235294
Scoliosis__S_24.jpg,13,L1,1,1358,428.8483063328424,156.16126656848306
Scoliosis__S_24.jpg,13,L1,13,499,455.81963927855713,147.57715430861722
Scoliosis__S_24.jpg,13,L1,36,42,470.6190476190476,232.95238095238096
Scoliosis__S_24.jpg,14,L2,1,360,458.8722222222222,126.6
Scoliosis__S_24.jpg,14,L2,2,499,476.44889779559117,240.30260521042084
Scoliosis__S_24.jpg,14,L2,7,215,478.75348837209305,211.53488372093022
Scoliosis__S_24.jpg,14,L2,8,58,479.1034482758621,110.53448275862068
Scoliosis__S_24.jpg,14,L2,16,81,495.39506172839504,213.6172839506173
Scoliosis__S_24.jpg,15,L3,1,41,483.4146341463415,131.3170731707317
Scoliosis__S_24.jpg,15,L3,2,1995,509.3964912280702,238.32280701754385
Scoliosis__S_24.jpg,15,L3,9,70,498.42857142857144,128.87142857142857
Scoliosis__S_24.jpg,15,L3,14,184,526.570652173913,31.07608695652174
Scoliosis__S_24.jpg,16,L4,1,1001,543.5254745254746,238.54345654345656
Scoliosis__S_24.jpg,16,L4,3,257,544.9338521400779,33.16342412451362
Scoliosis__S_24.jpg,16,L4,4,45,535.7777777777778,214.6888888888889
Scoliosis__S_24.jpg,16,L4,13,42,556.3809523809524,251.4047619047619
Scoliosis__S_24.jpg,16,L4,14,131,570.4809160305343,194.91603053435114
Scoliosis__S_24.jpg,17,L5,1,3612,584.7912513842747,222.07751937984497
Scoliosis__S_24.jpg,17,L5,4,54,568.7222222222222,124.4074074074074
Scoliosis__S_25.jpg,1,T1,1,1198,120.92320534223707,144.72871452420702
Scoliosis__S_25.jpg,2,T2,1,1560,146.36153846153846,144.1551282051282
Scoliosis__S_25.jpg,3,T3,1,1358,176.7658321060383,145.61855670103094
Scoliosis__S_25.jpg,4,T4,3,182,180.2912087912088,143.21428571428572
Scoliosis__S_25.jpg,4,T4,6,111,190.0900900900901,123.81981981981981
Scoliosis__S_25.jpg,4,T4,13,72,199.83333333333334,139.25
Scoliosis__S_25.jpg,4,T4,15,233,217.6351931330472,134.931330472103
Scoliosis__S_25.jpg,5,T5,1,1546,207.97865459249675,159.13971539456662
Scoliosis__S_25.jpg,5,T5,49,91,288.5054945054945,153.67032967032966
Scoliosis__S_25.jpg,6,T6,18,408,232.39950980392157,158.88725490196077
Scoliosis__S_25.jpg,6,T6,28,76,313.6842105263158,169.14473684210526
Scoliosis__S_25.jpg,6,T6,29,483,336.86128364389236,209.8985507246377
Scoliosis__S_25.jpg,7,T7,1,1216,246.97203947368422,159.08799342105263
Scoliosis__S_25.jpg,7,T7,17,39,343.12820512820514,219.30769230769232
Scoliosis__S_25.jpg,7,T7,22,1503,372.48835662009316,221.28542914171658
Scoliosis__S_25.jpg,8,T8,1,1079,271.404077849861,164.6617238183503
Scoliosis__S_25.jpg,8,T8,5,381,400.9475065616798,216.67191601049868
Scoliosis__S_25.jpg,8,T8,25,1827,453.599890530925,201.53639846743295
Scoliosis__S_25.jpg,8,T8,66,47,459.7659574468085,151.29787234042553
Scoliosis__S_25.jpg,9,T9,2,1187,296.0286436394271,185.71103622577928
Scoliosis__S_25.jpg,9,T9,37,53,460.37735849056605,163.62264150943398
Scoliosis__S_25.jpg,9,T9,44,56,462.7857142857143,178.30357142857142
Scoliosis__S_25.jpg,9,T9,82,4399,505.9931802682428,131.74357808592862
Scoliosis__S_25.jpg,9,T9,174,68,556.6029411764706,106.41176470588235
Scoliosis__S_25.jpg,10,T10,1,468,318.62606837606836,183.7051282051282
Scoliosis__S_25.jpg,10,T10,56,109,546.605504587156,116.30275229357798
Scoliosis__S_25.jpg,11,T11,2,956,346.4916317991632,189.67573221757323
Scoliosis__S_25.jpg,11,T11,67,32,551.5625,111.8125
Scoliosis__S_25.jpg,12,T12,1,888,382.71734234234236,189.67567567567568
Scoliosis__S_25.jpg,12,T12,2,63,396.3809523809524,236.96825396825398
Scoliosis__S_25.jpg,12,T12,12,34,432.6764705882353,175.05882352941177
Scoliosis__S_25.jpg,12,T12,32,276,453.59057971014494,163.15579710144928
Scoliosis__S_25.jpg,12,T12,50,243,477.77777777777777,121.8559670781893
Scoliosis__S_25.jpg,13,L1,1,2677,420.8453492715727,204.69929025028017
Scoliosis__S_25.jpg,13,L1,40,32,456.5,231.78125
Scoliosis__S_25.jpg,14,L2,37,58,499.32758620689657,83.55172413793103
Scoliosis__S_25.jpg,15,L3,7,49,558.7142857142857,114.48979591836735
Scoliosis__S_25.jpg,16,L4,2,1221,550.5020475020475,73.86486486486487
Scoliosis__S_25.jpg,17,L5,2,65,551.1384615384616,78.03076923076924
Scoliosis__S_25.jpg,17,L5,3,363,558.7134986225896,220.1818181818182
Scoliosis__S_25.jpg,17,L5,7,61,561.344262295082,123.52459016393442
Scoliosis__S_25.jpg,17,L5,8,1461,573.2381930184805,74.43326488706366
Scoliosis__S_28.jpg,1,T1,1,1972,94.13438133874239,165.8995943204868
Scoliosis__S_28.jpg,2,T2,1,3380,132.1707100591716,153.97781065088756
Scoliosis__S_28.jpg,3,T3,1,2471,172.75354107648724,158.20720356131122
Scoliosis__S_28.jpg,3,T3,2,95,157.1157894736842,124.36842105263158
Scoliosis__S_28.jpg,3,T3,14,154,204.5909090909091,134.78571428571428
Scoliosis__S_28.jpg,3,T3,27,371,223.52291105121293,129.95956873315365
Scoliosis__S_28.jpg,3,T3,52,32,241.5625,118.4375
Scoliosis__S_28.jpg,4,T4,15,2049,217.90873596876526,124.42118106393363
Scoliosis__S_28.jpg,4,T4,16,44,187.45454545454547,117.02272727272727
Scoliosis__S_28.jpg,4,T4,33,30,230.13333333333333,81.76666666666667
Scoliosis__S_28.jpg,5,T5,1,129,172.89922480620154,117.24806201550388
Scoliosis__S_28.jpg,5,T5,11,2106,254.25830959164293,91.57977207977208
Scoliosis__S_28.jpg,5,T5,29,99,309.92929292929296,73.11111111111111
Scoliosis__S_28.jpg,6,T6,3,2499,344.33053221288515,105.91036414565826
Scoliosis__S_28.jpg,6,T6,7,59,316.3220338983051,74.2542372881356
Scoliosis__S_28.jpg,7,T7,7,2511,368.8430904022302,152.74910394265234
Scoliosis__S_28.jpg,7,T7,111,38,398.7631578947368,124.47368421052632
Scoliosis__S_28.jpg,7,T7,124,30,404.93333333333334,139.63333333333333
Scoliosis__S_28.jpg,8,T8,1,1610,286.78447204968944,86.80683229813664
Scoliosis__S_28.jpg,8,T8,7,75,319.52,70.21333333333334
Scoliosis__S_28.jpg,8,T8,12,113,329.53982300884957,96.43362831858407
Scoliosis__S_28.jpg,8,T8,30,185,374.8378378378378,135.57837837837837
Scoliosis__S_28.jpg,8,T8,49,140,389.49285714285713,148.65
Scoliosis__S_28.jpg,8,T8,68,355,408.1267605633803,150.2338028169014
Scoliosis__S_28.jpg,8,T8,106,140,431.4357142857143,258.7214285714286
Scoliosis__S_28.jpg,8,T8,107,267,450.0374531835206,267.7041198501873
Scoliosis__S_28.jpg,9,T9,2,892,304.9013452914798,100.7701793721973
Scoliosis__S_28.jpg,9,T9,118,40,488.95,270.275
Scoliosis__S_28.jpg,10,T10,1,33,333.2121212121212,71.3030303030303
Scoliosis__S_28.jpg,11,T11,9,71,421.01408450704224,159.81690140845072
Scoliosis__S_28.jpg,12,T12,2,569,404.98066783831285,184.08260105448156
Scoliosis__S_28.jpg,12,T12,17,36,423.3888888888889,243.16666666666666
Scoliosis__S_28.jpg,12,T12,18,30,425.43333333333334,190.7
Scoliosis__S_28.jpg,12,T12,20,196,437.2142857142857,169.19897959183675
Scoliosis__S_28.jpg,12,T12,24,103,461.29126213592235,245.5728155339806
Scoliosis__S_28.jpg,12,T12,27,57,492.2631578947368,234.7017543859649
Scoliosis__S_28.jpg,13,L1,5,38,408.6578947368421,183.1578947368421
Scoliosis__S_28.jpg,13,L1,7,59,426.3050847457627,197.10169491525423
Scoliosis__S_28.jpg,13,L1,10,233,436.9527896995708,192.41201716738198
Scoliosis__S_28.jpg,13,L1,19,102,446.8627450980392,245.52941176470588
Scoliosis__S_28.jpg,14,L2,1,276,454.0507246376812,251.4746376811594
Scoliosis__S_28.jpg,14,L2,5,160,476.26875,219.81875
Scoliosis__S_28.jpg,15,L3,2,594,483.2087542087542,242.94444444444446
Scoliosis__S_28.jpg,15,L3,3,62,507.0,204.82258064516128
Scoliosis__S_28.jpg,15,L3,6,169,524.3254437869823,187.62130177514794
Scoliosis__S_28.jpg,15,L3,7,193,520.4715025906736,234.50777202072538
Scoliosis__S_28.jpg,15,L3,8,58,518.7586206896551,165.10344827586206
Scoliosis__S_28.jpg,16,L4,4,3478,536.4258194364577,217.36170212765958
Scoliosis__S_28.jpg,16,L4,8,69,532.6521739130435,169.2463768115942
Scoliosis__S_28.jpg,17,L5,3,2671,572.6581804567578,194.04530138524896
Scoliosis__S_32.JPG,1,T1,1,1863,103.69672571121846,190.27214170692432
Scoliosis__S_32.JPG,2,T2,1,3190,147.06332288401254,172.0037617554859
Scoliosis__S_32.JPG,3,T3,1,2823,188.1700318809777,165.9798087141339
Scoliosis__S_32.JPG,3,T3,5,33,180.57575757575756,144.33333333333334
Scoliosis__S_32.JPG,3,T3,8,55,195.23636363636365,123.2
Scoliosis__S_32.JPG,4,T4,4,191,199.5026178010471,122.70680628272251
Scoliosis__S_32.JPG,4,T4,8,131,207.4885496183206,171.29770992366412
Scoliosis__S_32.JPG,4,T4,18,31,204.4516129032258,139.16129032258064
Scoliosis__S_32.JPG,4,T4,19,139,217.72661870503597,116.33093525179856
Scoliosis__S_32.JPG,4,T4,26,39,212.74358974358975,134.6153846153846
Scoliosis__S_32.JPG,4,T4,35,454,236.7444933920705,134.13876651982378
Scoliosis__S_32.JPG,5,T5,3,1166,227.98542024013722,108.5557461406518
Scoliosis__S_32.JPG,5,T5,49,48,325.4583333333333,62.583333333333336
Scoliosis__S_32.JPG,6,T6,2,363,229.43801652892563,91.33333333333333
Scoliosis__S_32.JPG,6,T6,6,402,244.90049751243782,65.863184079602
Scoliosis__S_32.JPG,6,T6,18,70,259.6142857142857,102.28571428571429
Scoliosis__S_32.JPG,6,T6,35,83,315.49397590361446,42.19277108433735
Scoliosis__S_32.JPG,6,T6,41,647,353.0710973724884,84.26893353941267
Scoliosis__S_32.JPG,7,T7,1,1534,260.0625814863103,78.28161668839635
Scoliosis__S_32.JPG,8,T8,3,49,264.3469387755102,49.755102040816325
Scoliosis__S_32.JPG,8,T8,8,2542,295.617230527144,65.65066876475217
Scoliosis__S_32.JPG,9,T9,1,1565,318.18722044728435,91.80511182108626
Scoliosis__S_32.JPG,9,T9,37,50,506.14,208.38
Scoliosis__S_32.JPG,9,T9,61,30,524.0,186.86666666666667
Scoliosis__S_32.JPG,10,T10,1,779,338.7599486521181,111.83311938382542
Scoliosis__S_32.JPG,10,T10,10,32,533.125,217.8125
Scoliosis__S_32.JPG,11,T11,1,122,356.4672131147541,137.65573770491804
Scoliosis__S_32.JPG,11,T11,2,419,368.00477326968974,111.74940334128878
Scoliosis__S_32.JPG,11,T11,4,31,370.0,129.70967741935485
Scoliosis__S_32.JPG,11,T11,5,129,514.9069767441861,208.06201550387595
Scoliosis__S_32.JPG,11,T11,17,38,527.9736842105264,184.55263157894737
Scoliosis__S_32.JPG,11,T11,57,77,543.2987012987013,177.11688311688312
Scoliosis__S_32.JPG,12,T12,4,45,384.1333333333333,177.82222222222222
Scoliosis__S_32.JPG,12,T12,7,450,481.2888888888889,212.08
Scoliosis__S_32.JPG,13,L1,3,271,454.2546125461255,232.5239852398524
Scoliosis__S_32.JPG,13,L1,4,148,448.39864864864865,206.81756756756758
Scoliosis__S_32.JPG,13,L1,7,131,467.6564885496183,207.22137404580153
Scoliosis__S_32.JPG,14,L2,1,2730,487.09120879120877,209.63846153846154
Scoliosis__S_32.JPG,14,L2,59,65,533.4461538461538,178.3846153846154
Scoliosis__S_32.JPG,15,L3,1,1116,512.7885304659499,229.98566308243727
Scoliosis__S_32.JPG,15,L3,5,43,504.95348837209303,168.06976744186048
Scoliosis__S_32.JPG,15,L3,21,115,531.591304347826,155.27826086956523
Scoliosis__S_32.JPG,16,L4,1,2265,553.9686534216336,190.4869757174393
Scoliosis__S_32.JPG,16,L4,13,32,546.40625,147.65625
Scoliosis__S_32.JPG,17,L5,4,64,565.671875,138.4375
Scoliosis__S_32.JPG,17,L5,5,2951,591.762114537445,173.34090138935954
Scoliosis__S_32.JPG,17,L5,7,51,592.5490196078431,134.45098039215685
Scoliosis__S_33.jpg,1,T1,1,1709,74.71035693387947,169.54417788180223
Scoliosis__S_33.jpg,2,T2,1,1376,99.20421511627907,176.87281976744185
Scoliosis__S_33.jpg,3,T3,1,3382,138.02069781194558,179.63956238911885
Scoliosis__S_33.jpg,4,T4,4,48,161.375,196.875
Scoliosis__S_33.jpg,4,T4,10,714,176.37394957983193,180.97058823529412
Scoliosis__S_33.jpg,5,T5,1,1138,187.18980667838312,224.57469244288225
Scoliosis__S_33.jpg,5,T5,3,407,197.32678132678132,184.2972972972973
Scoliosis__S_33.jpg,5,T5,22,49,216.22448979591837,190.73469387755102
Scoliosis__S_33.jpg,5,T5,39,265,288.90943396226413,230.87924528301886
Scoliosis__S_33.jpg,6,T6,1,1183,206.97633136094674,205.21978021978023
Scoliosis__S_33.jpg,6,T6,7,108,207.0185185185185,127.51851851851852
Scoliosis__S_33.jpg,6,T6,24,3260,334.40092024539877,217.66687116564418
Scoliosis__S_33.jpg,7,T7,2,2380,239.8920168067227,227.61428571428573
Scoliosis__S_33.jpg,7,T7,3,255,223.92549019607844,121.34117647058824
Scoliosis__S_33.jpg,7,T7,4,57,237.49122807017545,116.03508771929825
Scoliosis__S_33.jpg,7,T7,10,2552,366.1097178683386,173.5043103448276
Scoliosis__S_33.jpg,7,T7,129,97,396.10309278350513,159.11340206185568
Scoliosis__S_33.jpg,7,T7,134,31,397.80645161290323,117.19354838709677
Scoliosis__S_33.jpg,7,T7,163,54,401.3888888888889,168.14814814814815
Scoliosis__S_33.jpg,8,T8,3,2004,282.25998003992015,234.5558882235529
Scoliosis__S_33.jpg,8,T8,48,110,376.4,188.55454545454546
Scoliosis__S_33.jpg,8,T8,58,3238,425.1541074737492,127.62291537986411
Scoliosis__S_33.jpg,8,T8,62,68,384.20588235294116,182.69117647058823
Scoliosis__S_33.jpg,9,T9,4,210,293.79047619047617,205.09047619047618
Scoliosis__S_33.jpg,9,T9,18,86,314.3953488372093,250.13953488372093
Scoliosis__S_33.jpg,9,T9,99,114,485.86842105263156,98.98245614035088
Scoliosis__S_33.jpg,9,T9,105,427,531.7658079625293,102.83372365339578
Scoliosis__S_33.jpg,10,T10,1,36,545.8333333333334,106.19444444444444
Scoliosis__S_33.jpg,12,T12,22,161,407.8198757763975,182.38509316770185
Scoliosis__S_33.jpg,12,T12,32,205,422.3853658536585,102.41951219512195
Scoliosis__S_33.jpg,12,T12,42,364,431.3543956043956,161.10164835164835
Scoliosis__S_33.jpg,13,L1,1,33,412.24242424242425,151.96969696969697
Scoliosis__S_33.jpg,13,L1,2,45,419.1333333333333,148.13333333333333
