metric,value
test_pixel_accuracy,0.8134651692708535
test_macro_dice_fg,0.32051142534255694
test_macro_iou_fg,0.1988042815615897
test_macro_dice_thoracic,0.2925984365793924
test_macro_dice_lumbar,0.3875025983741519
roi_fallback_count,0.0
