epoch,train_loss,train_dice,train_iou,train_pixel_accuracy,val_loss,val_dice,val_iou,val_pixel_accuracy
1,0.8859283596277236,0.6126932066858388,0.4416421873220985,0.8863614141116491,0.9634888231754303,0.5351515330023577,0.3653289367878264,0.8766953125000602
2,0.6824762761592865,0.6867858583144187,0.5229808578158385,0.9066946737421498,0.7964201524853707,0.6098064059882039,0.4386485512635362,0.8836152343750568
3,0.4448989577591419,0.7990221914186318,0.6653097049000462,0.9420103675314536,0.5048357501626015,0.7535104221541247,0.6045059947128077,0.9360234375000313
4,0.8528187658637763,0.4462990092813413,0.287248970006363,0.8944258549528432,0.8118165284395218,0.48629773806115567,0.32126379823204515,0.9030249023437974
5,0.5844254545867443,0.7040675495240113,0.5432903152210016,0.922299773977997,0.682441209256649,0.6487940177216402,0.4801592253379166,0.9186347656250398
6,0.3141307670623064,0.8572961108408609,0.7502347011978859,0.9595414455581811,0.4178182318806648,0.7935141144771063,0.6577069189117165,0.9452255859375267
