epoch,train_loss,train_pixel_accuracy,train_macro_dice_fg,train_macro_iou_fg,val_loss,val_pixel_accuracy,val_macro_dice_fg,val_macro_iou_fg
1,3.527327038347721,0.3976168556819251,0.009197845143535213,0.004724724689455569,3.503644824028015,0.3982331752778534,0.007483825202698766,0.0038205352388123504
2,3.4686653092503548,0.4916257706899799,0.017221315891223575,0.00901865426231232,3.4344580471515656,0.5062282085419878,0.01672801252044386,0.008742172119584784
3,3.0446020737290382,0.688889215862959,0.020509539605955425,0.010962896330981504,2.9945194125175476,0.716415405273505,0.01784754110310694,0.009440984949384041
4,2.955630376935005,0.6736082652258693,0.012734913515392703,0.006808742013629357,2.923869252204895,0.7040095329285373,0.012203769873768968,0.00648922097878811
5,2.984054021537304,0.7464131552075737,0.0027378468550052627,0.001380228885304959,2.870407611131668,0.7825038433075469,0.002807266215103038,0.0014251531623268516
6,2.8152491748332977,0.708499363490531,0.04235336577907146,0.023498165968462447,2.797132432460785,0.7343003749848045,0.037606396206963114,0.02072027103221333
7,2.6525143906474113,0.7376126486157774,0.1046257879504703,0.05974619937229257,2.643557608127594,0.7609329223633382,0.09426746056217505,0.05303815513835848
8,2.903695695102215,0.5762011815631457,0.07196797017085904,0.03872665882657301,2.934137135744095,0.568571090698345,0.057981174527918206,0.030769473900000562
9,2.941688284277916,0.6236870175316448,0.07286678650001623,0.040794003460553556,2.9512948393821716,0.6207954883576343,0.06360929203125408,0.034592598042696134
10,2.64236481487751,0.6665330917116398,0.10056021951515043,0.05598230275561461,2.641930043697357,0.6814448833466334,0.08562269589593197,0.046987482130953606
11,2.4175893738865852,0.707805512443439,0.16114526241407368,0.09257115089127332,2.4719269275665283,0.7186911106110289,0.12598006011218152,0.0708740627506545
12,2.437787137925625,0.7175734989226982,0.156607734508076,0.09014198448238622,2.506102979183197,0.7293579578400302,0.12821140427791444,0.07359130594191227
13,2.3350386917591095,0.6803689986940608,0.17775570284643488,0.10343229391831767,2.469264104962349,0.6783800125122836,0.13498951977618656,0.07668709133095115
14,2.402134545147419,0.6805108085511417,0.15372258296759214,0.0874589652554555,2.4844124913215637,0.6852409839630876,0.13552560402245103,0.07598218672294876
15,2.4492036774754524,0.6944399636889446,0.14702971558480474,0.08298672852075066,2.5672540962696075,0.7033963203430882,0.10541138393582591,0.05798989032642042
16,2.3901499435305595,0.7107579064747819,0.14209547546989137,0.0821721900367637,2.482738196849823,0.719111919403143,0.12542879349922356,0.07109652152276082
17,2.2705539166927338,0.728131733243444,0.20004624726899878,0.11722382489519327,2.4432076811790466,0.7256832122803387,0.1526008385622455,0.08645208673643594
18,2.221954505890608,0.7276005215115182,0.22773843572642707,0.13542916479066033,2.411323308944702,0.7181100845337585,0.1611832079618145,0.0923097370302518
19,2.2413730807602406,0.6974406166682351,0.1965356688738206,0.11475268633916842,2.405823051929474,0.689518928527906,0.15969981683928636,0.09108734040618904
20,2.2682631760835648,0.7432175893632348,0.18377670791066147,0.10854837048370324,2.41147181391716,0.7477641105652456,0.14082450366070004,0.08057225307682407
21,2.17681597918272,0.7382276625860463,0.21946356296646335,0.129981347677678,2.3806558400392532,0.723424196243352,0.1585015163817836,0.09029740134225707
22,2.2612538300454617,0.7119736444382615,0.22255166477496166,0.13202463277608179,2.4782051146030426,0.701089382171702,0.1625614771927911,0.09318723556044275
23,2.184018075466156,0.7081823197622324,0.2048446810182095,0.12115493877467225,2.4521844685077667,0.6906242370606206,0.15720448308871662,0.08960831039608787
24,2.22980435192585,0.7457911779010261,0.2304897255102632,0.13974984529123838,2.4120306372642517,0.7411603927612921,0.1675536027215703,0.09650691453635056
