class_id,class_name,pred_pixels,target_pixels,dice,iou
0,background,3799010.0,4030971.0,0.9248272760815225,0.8601662370218973
1,T1,70461.0,45200.0,0.5613473858987789,0.39018966802819555
2,T2,62934.0,72796.0,0.4677079496097568,0.3052342074709322
3,T3,67966.0,59623.0,0.354403592791272,0.21536483140393062
4,T4,82925.0,66737.0,0.33144017854010077,0.19863847509852126
5,T5,131158.0,63115.0,0.2739032186702532,0.15868358115097972
6,T6,59861.0,63126.0,0.15006464098522557,0.08111885653811024
7,T7,48750.0,87665.0,0.14828281347983518,0.08007854253663806
8,T8,109521.0,74016.0,0.1817290246697847,0.09994606257281585
9,T9,33221.0,86921.0,0.09348937091863388,0.04903689992622604
10,T10,45116.0,95385.0,0.08311684614996963,0.04336041348677904
11,T11,93203.0,88074.0,0.19774157781076615,0.10971877028349646
12,T12,39710.0,101537.0,0.07578214051218234,0.03938334744442854
13,L1,88245.0,80394.0,0.14439127367249335,0.07781342673664349
14,L2,99035.0,77060.0,0.12840796161657964,0.06860894841847084
15,L3,140335.0,63256.0,0.250011051572761,0.1428643602587677
16,L4,141765.0,49709.0,0.27745803608177894,0.16107476154312886
17,L5,129664.0,37295.0,0.18070304686072206,0.09932575688334194
