loss,dice,iou,pixel_accuracy,threshold
0.3438930928707123,0.8979541063441906,0.8148064536273857,0.969829852764429,0.65
0.3438930928707123,0.8958881681686315,0.8114107125206362,0.9690248538286319,0.6
0.3438930928707123,0.8938706368390124,0.8081067790160839,0.9682443080804349,0.55
0.3438930928707123,0.8917174257829487,0.8045939244447937,0.9674246372320777,0.5
0.3438930928707123,0.8894722783298702,0.800945587375627,0.9665693625425746,0.45
0.3438930928707123,0.887036480704714,0.7970040934194361,0.9656479664338008,0.4
0.3438930928707123,0.8841338787121412,0.7923297085961041,0.9645569630158323,0.35
